hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
COVID19AB	1033088633731870722	15.91833	.11111	.00698	1	9	143	20481
COVID19Ab	1033088633731870722	176.36507	.11111	.00063	1	9	13	20481
covid19AB	1033088633731870722	163.39705	.11111	.00068	1	9	14	20481
covid19ab	1033088633731870722	41.45895	.11111	.00268	1	9	55	20481
ableg	1033088633731870722	3.65974	.11111	.03036	1	9	622	20481
ABED	1033088633731870722	1234.55555	.11111	.00009	1	9	2	20481
LongCovid	1033195357	16.03527	.80000	.04989	4	5	1022	20481
pwME	1033195357	141.84397	.20000	.00141	1	5	29	20481
MEspine	1033195357	5000.00000	.20000	.00004	1	5	1	20481
MECFS	1033195357	53.90835	.20000	.00371	1	5	76	20481
Evusheld	1033195357	5000.00000	.20000	.00004	1	5	1	20481
TyreSampson	1033848682930728961	5555.55555	.50000	.00009	2	4	2	20481
Haiti	1033848682930728961	520.83333	.25000	.00048	1	4	10	20481
FreeFall	1033848682930728961	6250.00000	.25000	.00004	1	4	1	20481
DontSayGay	1033848682930728961	233.64485	.25000	.00107	1	4	22	20481
WeiShenV	1033994695595065347	2339.15789	.44444	.00019	4	9	4	20481
WayV	1033994695595065347	415.36448	.44444	.00107	4	9	22	20481
TEN	1033994695595065347	175.66798	.44444	.00253	4	9	52	20481
TENxGreatDanceCrew	1033994695595065347	516.79069	.22222	.00043	2	9	9	20481
TENxGDC	1033994695595065347	569.79487	.22222	.00039	2	9	8	20481
LeaderTEN	1033994695595065347	2469.11111	.22222	.00009	2	9	2	20481
TEN_AestheticStage	1033994695595065347	103.84112	.11111	.00107	1	9	22	20481
LeaderTEN_KICKBACK	1033994695595065347	284.89743	.11111	.00039	1	9	8	20481
GDCxTEN_SpecialStage	1033994695595065347	103.84112	.11111	.00107	1	9	22	20481
OTD	103652294	1027.39726	1.50000	.00146	3	2	30	20481
Apollo	103652294	5555.55555	.50000	.00009	1	2	2	20481
WWAVChat	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
VotingRightsNow	1038241060516900864	188.67924	.10000	.00053	1	10	11	20481
SuicidePrevention	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
SoftOnRussia	1038241060516900864	526.31578	.10000	.00019	1	10	4	20481
SayGayAndVote	1038241060516900864	1111.11111	.10000	.00009	1	10	2	20481
RelistWolves	1038241060516900864	93.45794	.10000	.00107	1	10	22	20481
johnlewisvotingrightsact	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
FightForOurVote	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
clearthelist	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
bannedbooks	1038241060516900864	2500.00000	.10000	.00004	1	10	1	20481
Insiders	1038970825699774465	228.31050	.50000	.00219	2	4	45	20481
SEEEEEEmo	1038970825699774465	6250.00000	.25000	.00004	1	4	1	20481
MurdochCostelloShitStains	1038970825699774465	6250.00000	.25000	.00004	1	4	1	20481
insiders	1038970825699774465	26.15062	.25000	.00956	1	4	196	20481
Ukraine	1040160799208161280	2.56016	.40000	.15624	4	10	3200	20481
Weapons	1040160799208161280	2500.00000	.10000	.00004	1	10	1	20481
weapons	1040160799208161280	344.82758	.10000	.00029	1	10	6	20481
ukraine	1040160799208161280	22.77904	.10000	.00439	1	10	90	20481
SWIFTban	1040160799208161280	1111.11111	.10000	.00009	1	10	2	20481
SWIFT	1040160799208161280	147.05882	.10000	.00068	1	10	14	20481
Russia	1040160799208161280	1.70415	.10000	.05868	1	10	1202	20481
Lviv	1040160799208161280	208.33333	.10000	.00048	1	10	10	20481
Lanz	1040160799208161280	2500.00000	.10000	.00004	1	10	1	20481
Kyiv	1040160799208161280	5.56792	.10000	.01796	1	10	368	20481
FlaminHot_partner	104040220	2777.77777	.25000	.00009	2	8	2	20481
SnapChat	104040220	3125.00000	.12500	.00004	1	8	1	20481
Queen	104040220	657.89473	.12500	.00019	1	8	4	20481
OffTheeLeash	104040220	3125.00000	.12500	.00004	1	8	1	20481
MeganTheeStallion	104040220	1388.88888	.12500	.00009	1	8	2	20481
iheartawards2022	104040220	3125.00000	.12500	.00004	1	8	1	20481
FlaminHot_Partner	104040220	3125.00000	.12500	.00004	1	8	1	20481
EnterTheeHottieverse	104040220	3125.00000	.12500	.00004	1	8	1	20481
partner	104152457	2222.22222	.20000	.00009	1	5	2	20481
girlpower	104152457	2222.22222	.20000	.00009	1	5	2	20481
girlboss	104152457	5000.00000	.20000	.00004	1	5	1	20481
foxtrot	104152457	5000.00000	.20000	.00004	1	5	1	20481
dancing	104152457	5000.00000	.20000	.00004	1	5	1	20481
Russia	1042307696	17.04158	1.00000	.05868	5	5	1202	20481
UN	1042307696	248.44720	.40000	.00161	2	5	33	20481
Ukraine	1042307696	2.56016	.40000	.15624	2	5	3200	20481
Lithuania	1042307696	416.66666	.20000	.00048	1	5	10	20481
Georgia	1042307696	240.96385	.20000	.00083	1	5	17	20481
ableg	104233325	24.70355	.75000	.03036	3	4	622	20481
cdnpoli	104233325	21.56101	.50000	.02319	2	4	475	20481
trucktax	104233325	6250.00000	.25000	.00004	1	4	1	20481
onloli	104233325	6250.00000	.25000	.00004	1	4	1	20481
auspol	1043745428879986689	5.59597	.40000	.07148	2	5	1464	20481
LNPMRRRRRRiveFail	1043745428879986689	240.96385	.20000	.00083	1	5	17	20481
insiders	1043745428879986689	20.92050	.20000	.00956	1	5	196	20481
CovidIsNotOver	1043745428879986689	15.23229	.20000	.01313	1	5	269	20481
ausvotes	1043745428879986689	18.97533	.20000	.01054	1	5	216	20481
SistersInLaw	1045110787	367.64705	.25000	.00068	1	4	14	20481
putinislying	1045110787	6250.00000	.25000	.00004	1	4	1	20481
NeilYoung	1045110787	862.06896	.25000	.00029	1	4	6	20481
EndTheFilibuster	1045110787	641.02564	.25000	.00039	1	4	8	20481
USS	104594451	179.69272	.66666	.00371	2	3	76	20481
USSstrike	104594451	2380.92857	.33333	.00014	1	3	3	20481
UCUstrike	104594451	42.19367	.33333	.00790	1	3	162	20481
maga	1045976040877756421	117.64705	.04000	.00034	5	125	7	20481
VoteBlue2022	1045976040877756421	11.70731	.02400	.00205	3	125	42	20481
Resistance	1045976040877756421	50.00000	.02400	.00048	3	125	10	20481
invasion	1045976040877756421	100.00000	.02400	.00024	3	125	5	20481
genocide	1045976040877756421	30.76923	.02400	.00078	3	125	16	20481
atrocities	1045976040877756421	171.42857	.02400	.00014	3	125	3	20481
WWIII	1045976040877756421	14.95327	.01600	.00107	2	125	22	20481
WarCrimes	1045976040877756421	7.47663	.01600	.00214	2	125	44	20481
violence	1045976040877756421	84.21052	.01600	.00019	2	125	4	20481
treason	1045976040877756421	84.21052	.01600	.00019	2	125	4	20481
suppression	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
RRRRRRet	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
projection	1045976040877756421	114.28571	.01600	.00014	2	125	3	20481
minority	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
loyalist	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
kag	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
illegal	1045976040877756421	84.21052	.01600	.00019	2	125	4	20481
Fraud	1045976040877756421	55.17241	.01600	.00029	2	125	6	20481
extremism	1045976040877756421	114.28571	.01600	.00014	2	125	3	20481
evil	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
delusional	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
criminals	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
corruption	1045976040877756421	33.33333	.01600	.00048	2	125	10	20481
cheat	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
brutalism	1045976040877756421	177.77777	.01600	.00009	2	125	2	20481
zelinsky	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
wwjd	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
worthless	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
WarCriminal	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
Warcrimes	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
voteeBlue2022	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
values	1045976040877756421	33.33333	.00800	.00024	1	125	5	20481
unity	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
Ukrainian	1045976040877756421	.72202	.00800	.01108	1	125	227	20481
tyranny	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
turkey	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
topple	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
terrorist	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
terror	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
suffering	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
stranded	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
sedition	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
secrets	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
SDNY	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
sanctions	1045976040877756421	8.69565	.00800	.00092	1	125	19	20481
russia	1045976040877756421	3.34728	.00800	.00239	1	125	49	20481
RRRRRRRRRRRRin	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
rigged	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
revolution	1045976040877756421	33.33333	.00800	.00024	1	125	5	20481
revolt	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
respect	1045976040877756421	27.58620	.00800	.00029	1	125	6	20481
Resist	1045976040877756421	16.66666	.00800	.00048	1	125	10	20481
report	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
recovery	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
rebuild	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
QAnon	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
propaganda	1045976040877756421	23.52941	.00800	.00034	1	125	7	20481
profits	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
prison	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
predators	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
plumbers	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
partisanship	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
pain	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
oops	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
offense	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
nuclear	1045976040877756421	7.84313	.00800	.00102	1	125	21	20481
murder	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
misinformation	1045976040877756421	23.52941	.00800	.00034	1	125	7	20481
loss	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
losers	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
lies	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
lemmings	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
laundering	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
kremlin	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
kkk	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
kingmakers	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
IStandWithUkriane	1045976040877756421	8.24742	.00800	.00097	1	125	20	20481
integrity	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
insurrectionists	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
insurrection	1045976040877756421	42.10526	.00800	.00019	1	125	4	20481
indictments	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
indict	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
incarceration	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
imprisonment	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
honor	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
HighLife	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
guilt	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
gru	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
GQP	1045976040877756421	42.10526	.00800	.00019	1	125	4	20481
funding	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
finances	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
felonies	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
fear	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
fail	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
facts	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
evidence	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
ettd	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
enMMMMMMlement	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
duty	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
donors	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
diplomacy	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
deplorable	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
democracy	1045976040877756421	13.79310	.00800	.00058	1	125	12	20481
cults	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
criminal	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
crimes	1045976040877756421	42.10526	.00800	.00019	1	125	4	20481
crime	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
corrupt	1045976040877756421	42.10526	.00800	.00019	1	125	4	20481
consumers	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
conflict	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
compRRRRRRion	1045976040877756421	42.10526	.00800	.00019	1	125	4	20481
community	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
climate	1045976040877756421	2.44648	.00800	.00327	1	125	67	20481
civics	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
brotherhood	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
botcott	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
BloodMoney	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
biblical	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
BBB	1045976040877756421	57.14285	.00800	.00014	1	125	3	20481
batshit	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
autocracy	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
atrocity	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
AntiRussia	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
accountability	1045976040877756421	88.88888	.00800	.00009	1	125	2	20481
abuse	1045976040877756421	200.00000	.00800	.00004	1	125	1	20481
Wales	1046745148703608832	634.92063	.40000	.00063	2	5	13	20481
WALvFRA	1046745148703608832	1428.57142	.20000	.00014	1	5	3	20481
RunTheDiff	1046745148703608832	5000.00000	.20000	.00004	1	5	1	20481
COVID19	1046745148703608832	3.19030	.20000	.06269	1	5	1284	20481
Cardiff	1046745148703608832	1052.63157	.20000	.00019	1	5	4	20481
MaleViolence	1047071760389165058	4444.44444	.40000	.00009	2	5	2	20481
WPUKManchester	1047071760389165058	833.33333	.20000	.00024	1	5	5	20481
RapeBritian	1047071760389165058	5000.00000	.20000	.00004	1	5	1	20481
Misogyny	1047071760389165058	2222.22222	.20000	.00009	1	5	2	20481
KeepPrisonsSingleUUUUUU	1047071760389165058	317.46031	.20000	.00063	1	5	13	20481
Almaty	1047372551482167296	3508.73684	.66666	.00019	2	3	4	20481
Kazakhstan	1047372551482167296	326.79411	.33333	.00102	1	3	21	20481
Euromaidan	1047372551482167296	3703.66666	.33333	.00009	1	3	2	20481
Delphi	1048593008894128128	7407.33333	.66666	.00009	2	3	2	20481
techtwitter	1048593008894128128	3703.66666	.33333	.00009	1	3	2	20481
delphi	1048593008894128128	3703.66666	.33333	.00009	1	3	2	20481
Ukraine	1050478262009262080	2.56016	.40000	.15624	2	5	3200	20481
Russia	1050478262009262080	6.81663	.40000	.05868	2	5	1202	20481
IRGC	1050478262009262080	5000.00000	.20000	.00004	1	5	1	20481
Iran	1050478262009262080	124.22360	.20000	.00161	1	5	33	20481
Houthi	1050478262009262080	5000.00000	.20000	.00004	1	5	1	20481
SNL	1050824274691416069	3448.27586	3.00000	.00087	6	2	18	20481
Oscars	1050824274691416069	101.41987	.50000	.00493	1	2	101	20481
WomenStainedGlRRRRRRArtists	1052497879	5000.00000	.20000	.00004	1	5	1	20481
StainedGlRRRRRR	1052497879	5000.00000	.20000	.00004	1	5	1	20481
RosalindGrimshaw	1052497879	5000.00000	.20000	.00004	1	5	1	20481
InternationalWomensDay	1052497879	73.26007	.20000	.00273	1	5	56	20481
GingerFerrell	1052497879	5000.00000	.20000	.00004	1	5	1	20481
r4today	1052522228	473.18611	1.50000	.00317	3	2	65	20481
Kiagate	1052522228	12500.00000	.50000	.00004	1	2	1	20481
Russia	105327432	52.67382	3.09090	.05868	34	11	1202	20481
TuckyoRose	105327432	1543.73584	.81818	.00053	9	11	11	20481
Ukraine	105327432	4.65482	.72727	.15624	8	11	3200	20481
StandWithUkraine	105327432	4.00022	.18181	.04545	2	11	931	20481
Zelensky	105327432	24.83606	.09090	.00366	1	11	75	20481
RussiaLies	105327432	1010.00000	.09090	.00009	1	11	2	20481
RussiaInvadedUkraine	105327432	24.24000	.09090	.00375	1	11	77	20481
MuellerReport	105327432	2272.50000	.09090	.00004	1	11	1	20481
Kramatorsk	105327432	109.51807	.09090	.00083	1	11	17	20481
Kazakhstan	105327432	89.11764	.09090	.00102	1	11	21	20481
bucha	105327432	1010.00000	.09090	.00009	1	11	2	20481
cbsla	105374246	4285.71428	.60000	.00014	3	5	3	20481
lagunabeach	105374246	4444.44444	.40000	.00009	2	5	2	20481
emeraldfire	105374246	4444.44444	.40000	.00009	2	5	2	20481
fire	105374246	1428.57142	.20000	.00014	1	5	3	20481
emeraldbay	105374246	5000.00000	.20000	.00004	1	5	1	20481
Insiders	1054893957652434944	83.01826	.18181	.00219	2	11	45	20481
auspol	1054893957652434944	2.54350	.18181	.07148	2	11	1464	20481
ThisIsNotJournalism	1054893957652434944	267.35294	.09090	.00034	1	11	7	20481
TheGuardian	1054893957652434944	2272.50000	.09090	.00004	1	11	1	20481
ScottyTheliar	1054893957652434944	2272.50000	.09090	.00004	1	11	1	20481
Qanda	1054893957652434944	1010.00000	.09090	.00009	1	11	2	20481
J99	1054893957652434944	2272.50000	.09090	.00004	1	11	1	20481
insiders	1054893957652434944	9.50836	.09090	.00956	1	11	196	20481
icsbss	1054893957652434944	2272.50000	.09090	.00004	1	11	1	20481
EGubston	1054893957652434944	2272.50000	.09090	.00004	1	11	1	20481
abc730	1054893957652434944	28.22981	.09090	.00322	1	11	66	20481
COVID19	1055307732226531328	6.97878	.43750	.06269	7	16	1284	20481
Omicron	1055307732226531328	7.21292	.12500	.01733	2	16	355	20481
LongCovid	1055307732226531328	2.50551	.12500	.04989	2	16	1022	20481
UrgencyOfEquity	1055307732226531328	328.94736	.06250	.00019	1	16	4	20481
SARSCOV2	1055307732226531328	1562.50000	.06250	.00004	1	16	1	20481
SARSCoV2	1055307732226531328	15.24390	.06250	.00410	1	16	84	20481
Pandemic	1055307732226531328	260.41666	.06250	.00024	1	16	5	20481
NurseTwitter	1055307732226531328	91.91176	.06250	.00068	1	16	14	20481
NotNormal	1055307732226531328	1562.50000	.06250	.00004	1	16	1	20481
MyDisabledLifeIsWorthy	1055307732226531328	328.94736	.06250	.00019	1	16	4	20481
MedTwitter	1055307732226531328	17.80626	.06250	.00351	1	16	72	20481
MaskingForAFriend	1055307732226531328	328.94736	.06250	.00019	1	16	4	20481
COVIDisAirborne	1055307732226531328	6.27510	.06250	.00996	1	16	204	20481
COVID	1055307732226531328	6.40368	.06250	.00976	1	16	200	20481
ChronicIllness	1055307732226531328	446.42857	.06250	.00014	1	16	3	20481
BA2	1055307732226531328	15.62500	.06250	.00400	1	16	82	20481
onted	1058356950113509378	46.16620	.16666	.00361	1	6	74	20481
onpoli	1058356950113509378	12.02453	.16666	.01386	1	6	284	20481
insurrection	1058356950113509378	877.15789	.16666	.00019	1	6	4	20481
couttsblockade	1058356950113509378	427.33333	.16666	.00039	1	6	8	20481
clownvoy	1058356950113509378	4166.50000	.16666	.00004	1	6	1	20481
AmbRRRRRRadorBridgeBlockade	1058356950113509378	287.34482	.16666	.00058	1	6	12	20481
Ukraine	1058473484	1.01056	.15789	.15624	3	19	3200	20481
NaturePhotography	1058473484	190.22891	.15789	.00083	3	19	17	20481
Ukrainian	1058473484	9.50000	.10526	.01108	2	19	227	20481
UkraineWar	1058473484	10.31960	.10526	.01020	2	19	209	20481
photo	1058473484	554.00000	.10526	.00019	2	19	4	20481
WhatsApp	1058473484	1315.75000	.05263	.00004	1	19	1	20481
USA	1058473484	22.98253	.05263	.00229	1	19	47	20481
Ukrania	1058473484	83.53968	.05263	.00063	1	19	13	20481
UkraineRussiaWar	1058473484	3.34796	.05263	.01572	1	19	322	20481
SaturdayVibes	1058473484	375.92857	.05263	.00014	1	19	3	20481
photooftheday	1058473484	277.00000	.05263	.00019	1	19	4	20481
nature	1058473484	24.59345	.05263	.00214	1	19	44	20481
love	1058473484	72.09589	.05263	.00073	1	19	15	20481
funny	1058473484	375.92857	.05263	.00014	1	19	3	20481
family	1058473484	219.29166	.05263	.00024	1	19	5	20481
